1,l,45,2,3.3
2,l,45.5,2.1,3.4
3,l,46,2.2,3.5
4,l,46.5,2.3,3.6
5,l,47,2.3,3.7
6,l,47.5,2.4,3.8
7,l,48,2.5,3.9
8,l,48.5,2.6,4
9,l,49,2.6,4.2
10,l,49.5,2.7,4.3
11,l,50,2.8,4.4
12,l,50.5,2.9,4.5
13,l,51,3,4.7
14,l,51.5,3.1,4.8
15,l,52,3.2,5
16,l,52.5,3.3,5.1
17,l,53,3.4,5.3
18,l,53.5,3.5,5.4
19,l,54,3.6,5.6
20,l,54.5,3.7,5.8
21,l,55,3.8,6
22,l,55.5,4,6.1
23,l,56,4.1,6.3
24,l,56.5,4.2,6.5
25,l,57,4.3,6.7
26,l,57.5,4.5,6.9
27,l,58,4.6,7.1
28,l,58.5,4.7,7.2
29,l,59,4.8,7.4
30,l,59.5,5,7.6
31,l,60,5.1,7.8
32,l,60.5,5.2,8
33,l,61,5.3,8.1
34,l,61.5,5.4,8.3
35,l,62,5.6,8.5
36,l,62.5,5.7,8.6
37,l,63,5.8,8.8
38,l,63.5,5.9,8.9
39,l,64,6,9.1
40,l,64.5,6.1,9.3
41,l,65,6.2,9.4
42,l,65.5,6.3,9.6
43,l,66,6.4,9.7
44,l,66.5,6.5,9.9
45,l,67,6.6,10
46,l,67.5,6.7,10.2
47,l,68,6.8,10.3
48,l,68.5,6.9,10.5
49,l,69,7,10.6
50,l,69.5,7.1,10.8
51,l,70,7.2,10.9
52,l,70.5,7.3,11.1
53,l,71,7.4,11.2
54,l,71.5,7.5,11.3
55,l,72,7.6,11.5
56,l,72.5,7.6,11.6
57,l,73,7.7,11.8
58,l,73.5,7.8,11.9
59,l,74,7.9,12.1
60,l,74.5,8,12.2
61,l,75,8.1,12.3
62,l,75.5,8.2,12.5
63,l,76,8.3,12.6
64,l,76.5,8.3,12.7
65,l,77,8.4,12.8
66,l,77.5,8.5,13
67,l,78,8.6,13.1
68,l,78.5,8.7,13.2
69,l,79,8.7,13.3
70,l,79.5,8.8,13.4
71,l,80,8.9,13.6
72,l,80.5,9,13.7
73,l,81,9.1,13.8
74,l,81.5,9.1,13.9
75,l,82,9.2,14
76,l,82.5,9.3,14.2
77,l,83,9.4,14.3
78,l,83.5,9.5,14.4
79,l,84,9.6,14.6
80,l,84.5,9.7,14.7
81,l,85,9.8,14.9
82,l,85.5,9.9,15
83,l,86,10,15.2
84,l,86.5,10.1,15.3
85,l,87,10.2,15.5
86,l,87.5,10.4,15.6
87,l,88,10.5,15.8
88,l,88.5,10.6,15.9
89,l,89,10.7,16.1
90,l,89.5,10.8,16.2
91,l,90,10.9,16.4
92,l,90.5,11,16.5
93,l,91,11.1,16.7
94,l,91.5,11.2,16.8
95,l,92,11.3,17
96,l,92.5,11.4,17.1
97,l,93,11.5,17.3
98,l,93.5,11.6,17.4
99,l,94,11.7,17.6
100,l,94.5,11.8,17.7
101,l,95,11.9,17.9
102,l,95.5,12,18
103,l,96,12.1,18.2
104,l,96.5,12.2,18.4
105,l,97,12.3,18.5
106,l,97.5,12.4,18.7
107,l,98,12.5,18.9
108,l,98.5,12.6,19.1
109,l,99,12.7,19.2
110,l,99.5,12.8,19.4
111,l,100,12.9,19.6
112,l,100.5,13,19.8
113,l,101,13.2,20
114,l,101.5,13.3,20.2
115,l,102,13.4,20.4
116,l,102.5,13.5,20.6
117,l,103,13.6,20.8
118,l,103.5,13.7,21
119,l,104,13.9,21.2
120,l,104.5,14,21.5
121,l,105,14.1,21.7
122,l,105.5,14.2,21.9
123,l,106,14.4,22.1
124,l,106.5,14.5,22.4
125,l,107,14.6,22.6
126,l,107.5,14.7,22.8
127,l,108,14.9,23.1
128,l,108.5,15,23.3
129,l,109,15.1,23.6
130,l,109.5,15.3,23.8
131,l,110,15.4,24.1
132,p,45,2.1,3.3
133,p,45.5,2.1,3.4
134,p,46,2.2,3.5
135,p,46.5,2.3,3.6
136,p,47,2.4,3.7
137,p,47.5,2.4,3.8
138,p,48,2.5,4
139,p,48.5,2.6,4.1
140,p,49,2.6,4.2
141,p,49.5,2.7,4.3
142,p,50,2.8,4.5
143,p,50.5,2.9,4.6
144,p,51,3,4.8
145,p,51.5,3.1,4.9
146,p,52,3.2,5.1
147,p,52.5,3.3,5.2
148,p,53,3.4,5.4
149,p,53.5,3.5,5.5
150,p,54,3.6,5.7
151,p,54.5,3.7,5.9
152,p,55,3.8,6.1
153,p,55.5,3.9,6.3
154,p,56,4,6.4
155,p,56.5,4.1,6.6
156,p,57,4.3,6.8
157,p,57.5,4.4,7
158,p,58,4.5,7.1
159,p,58.5,4.6,7.3
160,p,59,4.7,7.5
161,p,59.5,4.8,7.7
162,p,60,4.9,7.8
163,p,60.5,5,8
164,p,61,5.1,8.2
165,p,61.5,5.2,8.4
166,p,62,5.3,8.5
167,p,62.5,5.4,8.7
168,p,63,5.5,8.8
169,p,63.5,5.6,9
170,p,64,5.7,9.1
171,p,64.5,5.8,9.3
172,p,65,5.9,9.5
173,p,65.5,6,9.6
174,p,66,6.1,9.8
175,p,66.5,6.2,9.9
176,p,67,6.3,10
177,p,67.5,6.4,10.2
178,p,68,6.5,10.3
179,p,68.5,6.6,10.5
180,p,69,6.7,10.6
181,p,69.5,6.8,10.7
182,p,70,6.9,10.9
183,p,70.5,6.9,11
184,p,71,7,11.1
185,p,71.5,7.1,11.3
186,p,72,7.2,11.4
187,p,72.5,7.3,11.5
188,p,73,7.4,11.7
189,p,73.5,7.4,11.8
190,p,74,7.5,11.9
191,p,74.5,7.6,12
192,p,75,7.7,12.2
193,p,75.5,7.8,12.3
194,p,76,7.8,12.4
195,p,76.5,7.9,12.5
196,p,77,8,12.6
197,p,77.5,8.1,12.8
198,p,78,8.2,12.9
199,p,78.5,8.2,13
200,p,79,8.3,13.1
201,p,79.5,8.4,13.3
202,p,80,8.5,13.4
203,p,80.5,8.6,13.5
204,p,81,8.7,13.7
205,p,81.5,8.8,13.8
206,p,82,8.8,13.9
207,p,82.5,8.9,14.1
208,p,83,9,14.2
209,p,83.5,9.1,14.4
210,p,84,9.2,14.5
211,p,84.5,9.3,14.7
212,p,85,9.4,14.9
213,p,85.5,9.5,15
214,p,86,9.7,15.2
215,p,86.5,9.8,15.4
216,p,87,9.9,15.5
217,p,87.5,10,15.7
218,p,88,10.1,15.9
219,p,88.5,10.2,16
220,p,89,10.3,16.2
221,p,89.5,10.4,16.4
222,p,90,10.5,16.5
223,p,90.5,10.6,16.7
224,p,91,10.7,16.9
225,p,91.5,10.8,17
226,p,92,10.9,17.2
227,p,92.5,11,17.4
228,p,93,11.1,17.5
229,p,93.5,11.2,17.7
230,p,94,11.3,17.9
231,p,94.5,11.4,18
232,p,95,11.5,18.2
233,p,95.5,11.6,18.4
234,p,96,11.7,18.6
235,p,96.5,11.8,18.7
236,p,97,12,18.9
237,p,97.5,12.1,19.1
238,p,98,12.2,19.3
239,p,98.5,12.3,19.5
240,p,99,12.4,19.6
241,p,99.5,12.5,19.8
242,p,100,12.6,20
243,p,100.5,12.7,20.2
244,p,101,12.8,20.4
245,p,101.5,13,20.6
246,p,102,13.1,20.8
247,p,102.5,13.2,21
248,p,103,13.3,21.3
249,p,103.5,13.5,21.5
250,p,104,13.6,21.7
251,p,104.5,13.7,21.9
252,p,105,13.8,22.2
253,p,105.5,14,22.4
254,p,106,14.1,22.6
255,p,106.5,14.3,22.9
256,p,107,14.4,23.1
257,p,107.5,14.5,23.4
258,p,108,14.7,23.6
259,p,108.5,14.8,23.9
260,p,109,15,24.2
261,p,109.5,15.1,24.4
262,p,110,15.3,24.7
